SKU_ID,PRODUCT_ID,SKU_NAME,SKU_DESCRIPTION,SKU_CDATE,SKU_CTIME,SKU_MDATE,SKU_MTIME,SKU_IS_DELETED,SKU_CODE,SKU_AVG_QUANTITY
126,1,HBC SBO 1LTR POUCH_2021,HBC SBO 1L TR POUCH_2021,17 Aug 2021,14:52:17,17 Aug 2021,17:26:16,0,400001230,60
127,3,HBC SBO 5LTR JAR_2021,HBC SBO 5LTR JAR_2021,17 Aug 2021,14:52:17,17 Aug 2021,17:26:16,0,400001217,60
128,1,HBC SBO 500ML POUCH_2021,HBC SBO 500ML POUCH_2021,17 Aug 2021,14:52:17,17 Aug 2021,17:26:16,0,400001218,60
129,1,H&T SBIB 1Ltr Pch Promo UN Biscuit-2021,H&T SBIB 1Ltr Pch Promo UN Biscuit-2021,17 Aug 2021,14:52:17,17 Aug 2021,17:26:16,0,410001167,60
130,1,H&T RBO 1 LTR POUCH-2021,H&T RBO 1 LTR POUCH-2021,17 Aug 2021,14:52:17,17 Aug 2021,17:26:16,0,410001161,60
131,3,H&T RBO 5 LTR JAR-2021,H&T RBO 5 LTR JAR-2021,17 Aug 2021,14:52:17,17 Aug 2021,17:26:16,0,410001162,60
132,4,H&T SBO 200 ML BOTTLE 1*60 (Octa)-2021,H&T SBO 200 ML BOTTLE 1*60 (Octa)-2021,17 Aug 2021,14:52:17,17 Aug 2021,17:26:16,0,410001158,60
133,4,HBC SBO 500ML PET_SQ_2021,HBC SBO 500ML PET_SQ_2021,17 Aug 2021,14:52:17,17 Aug 2021,17:26:16,0,400001231,60
134,4,HBC SBO 1LTR PET_SQ_2021,HBC SBO 1LTR PET_SQ_2021,17 Aug 2021,14:52:17,17 Aug 2021,17:26:16,0,400001216,60
135,4,H&T SBO 1L BOTTLE 1*12 (Octa)-2021,H&T SBO 1L BOTTLE 1*12 (Octa)-2021,17 Aug 2021,14:52:17,17 Aug 2021,17:26:16,0,410001156,60
136,4,H&T SBO 500ML BOTTLE 1*24 (Octa)-2021,H&T SBO 500ML BOTTLE 1*24 (Octa)-2021,17 Aug 2021,14:52:17,17 Aug 2021,17:26:16,0,410001157,60
137,1,H&T Smart Baln Immunity Booster 1Ltr Pouch 2021,H&T Smart Baln Immunity Booster 1Ltr Pouch 2021,30 Dec 2021,23:57:17,30 Dec 2021,23:57:17,0,420000056,102
138,4,HBC SBO 200ML PET_SQ,HBC SBO 200ML PET_SQ,03 Jan 2021,09:50:15,03 Jan 2021,09:50:15,0,400001232,56
139,1,HT SBO 500ML POUCH,HT SBO 500ML POUCH,03 Jan 2021,09:50:15,03 Jan 2021,09:50:15,0,420000041,102
140,1,HT SBO 1L POUCH,HT SBO 1L POUCH,03 Jan 2021,09:50:15,03 Jan 2021,09:50:15,0,410001159,102
141,2,HBC SBO 15LTR TIN_2021,HBC SBO 15LTR TIN_2021,03 Jan 2021,09:50:15,03 Jan 2021,09:50:15,0,420000079,75
142,1,HBC RPO 1LTR POUCH (1X12),HBC RPO 1LTR POUCH (1X12),07 Feb 2022,13:21:00,07 Feb 2022,13:21:00,0,420000119,102
143,1,HBC RPO 500ML POUCH (1X24),HBC RPO 500ML POUCH (1X24),07 Feb 2022,13:21:00,07 Feb 2022,13:21:00,0,420000130,102
144,1,HBC SBO 1 LTR POUCH WITH MANTRA HALDI PR,HBC SBO 1 LTR POUCH WITH MANTRA HALDI PR,07 Feb 2022,13:21:00,07 Feb 2022,13:21:00,0,400002002,102
145,4,HBC SBO 1 LTR PET WITH MANTRA HALDI PROM,HBC SBO 1 LTR PET WITH MANTRA HALDI PROM,07 Feb 2022,13:21:00,07 Feb 2022,13:21:00,0,400002003,56
146,2,HBC RPO 15 KG Tin,HBC RPO 15 KG Tin,04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000001,75
147,2,HBC RPO 15 KG Tin,HBC RPO 15 KG Tin,04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000002,75
148,2,HBC RPO 15 KG Tin,HBC RPO 15 KG Tin,04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000003,75
149,2,HBC RPO 15 KG Tin,HBC RPO 15 KG Tin,04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000004,75
150,2,HBC RPO 15 LTR Tin,HBC RPO 15 LTR Tin,04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000005,75
151,2,HBC RPO 15 LTR Tin,HBC RPO 15 LTR Tin,04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000006,75
152,2,HBC RPO 15 LTR Tin,HBC RPO 15 LTR Tin,04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000007,75
153,2,HBC RPO 15 LTR Tin,HBC RPO 15 LTR Tin,04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000008,75
154,2,HBC Soya 15 KG Tin,HBC Soya 15 KG Tin,04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000009,75
155,2,HBC Soya 15 KG Tin,HBC Soya 15 KG Tin,04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000010,75
156,2,HBC Soya 15 KG Tin,HBC Soya 15 KG Tin,04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000011,75
157,2,HBC Soya 15 KG Tin,HBC Soya 15 KG Tin,04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000012,75
158,2,HBC Soya 15 LTR Tin,HBC Soya 15 LTR Tin,04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000013,75
159,2,HBC Soya 15 LTR Tin,HBC Soya 15 LTR Tin,04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000014,75
160,2,HBC Soya 15 LTR Tin,HBC Soya 15 LTR Tin,04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000015,75
161,2,HBC Soya 15 LTR Tin,HBC Soya 15 LTR Tin,04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000016,75
162,2,HT SBO 15 Kg Tin,HT SBO 15 Kg Tin,04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000017,75
163,2,HT SBO 15 Kg Tin,HT SBO 15 Kg Tin,04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000018,75
164,2,HT SBO 15 Kg Tin,HT SBO 15 Kg Tin,04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000019,75
165,2,HT SBO 15 Kg Tin,HT SBO 15 Kg Tin,04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000020,75
166,2,HT SBO 15 LTR TIN,HT SBO 15 LTR TIN,04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000021,75
167,2,HT SBO 15 LTR TIN,HT SBO 15 LTR TIN,04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000022,75
168,2,HT SBO 15 LTR TIN,HT SBO 15 LTR TIN,04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000023,75
169,2,HT SBO 15 LTR TIN,HT SBO 15 LTR TIN,04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000024,75
170,1,H&T RBO 1 LTR POUCH,H&T RBO 1 LTR POUCH,04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000025,102
171,1,H&T RBO 1 LTR POUCH,H&T RBO 1 LTR POUCH,04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000026,102
172,1,H&T RBO 1 LTR POUCH,H&T RBO 1 LTR POUCH,04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000027,102
173,1,H&T RBO 1 LTR POUCH,H&T RBO 1 LTR POUCH,04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000028,102
174,1,HT SBO 1 LTR POUCH,HT SBO 1 LTR POUCH,04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000029,102
175,1,HT SBO 1 LTR POUCH,HT SBO 1 LTR POUCH,04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000030,102
176,1,HT SBO 1 LTR POUCH,HT SBO 1 LTR POUCH,04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000031,102
177,1,HT SBO 1 LTR POUCH,HT SBO 1 LTR POUCH,04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000032,102
178,1,HT SBO 500 ML POUCH,HT SBO 500 ML POUCH,04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000033,102
179,1,HT SBO 500 ML POUCH,HT SBO 500 ML POUCH,04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000034,102
180,1,HT SBO 500 ML POUCH,HT SBO 500 ML POUCH,04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000035,102
181,1,HT SBO 500 ML POUCH,HT SBO 500 ML POUCH,04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000036,102
182,1,HBC SBO 1LTR POUCH,HBC SBO 1LTR POUCH,04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000037,102
183,1,HBC SBO 1LTR POUCH,HBC SBO 1LTR POUCH,04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000038,102
184,1,HBC SBO 1LTR POUCH,HBC SBO 1LTR POUCH,04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000039,102
185,1,HBC SBO 1LTR POUCH,HBC SBO 1LTR POUCH,04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000040,102
186,1,HBC SBO 500ML POUCH,HBC SBO 500ML POUCH,04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000041,102
187,1,HBC SBO 500ML POUCH,HBC SBO 500ML POUCH,04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000042,102
188,1,HBC SBO 500ML POUCH,HBC SBO 500ML POUCH,04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000043,102
189,1,HBC SBO 500ML POUCH,HBC SBO 500ML POUCH,04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000044,102
190,1,HBC RPO 1 LTR POUCH,HBC RPO 1 LTR POUCH,04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000045,102
191,1,HBC RPO 1 LTR POUCH,HBC RPO 1 LTR POUCH,04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000046,102
192,1,HBC RPO 1 LTR POUCH,HBC RPO 1 LTR POUCH,04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000047,102
193,1,HBC RPO 1 LTR POUCH,HBC RPO 1 LTR POUCH,04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000048,102
194,1,Best Choice Palm 500 Ml pouch,Best Choice Palm 500 Ml pouch,04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000049,102
195,1,Best Choice Palm 500 Ml pouch,Best Choice Palm 500 Ml pouch,04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000050,102
196,1,Best Choice Palm 500 Ml pouch,Best Choice Palm 500 Ml pouch,04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000051,102
197,1,Best Choice Palm 500 Ml pouch,Best Choice Palm 500 Ml pouch,04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000052,102
198,1,HBC RPO 1LTR POUCH (1X12),HBC RPO 1LTR POUCH (1X12),04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000053,102
199,1,HBC RPO 1LTR POUCH (1X12),HBC RPO 1LTR POUCH (1X12),04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000054,102
200,1,HBC RPO 1LTR POUCH (1X12),HBC RPO 1LTR POUCH (1X12),04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000055,102
201,1,HBC RPO 1LTR POUCH (1X12),HBC RPO 1LTR POUCH (1X12),04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000056,102
202,1,HBC RPO 500ML POUCH (1X24),HBC RPO 500ML POUCH (1X24),04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000057,102
203,1,HBC RPO 500ML POUCH (1X24),HBC RPO 500ML POUCH (1X24),04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000058,102
204,1,HBC RPO 500ML POUCH (1X24),HBC RPO 500ML POUCH (1X24),04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000059,102
205,1,HBC RPO 500ML POUCH (1X24),HBC RPO 500ML POUCH (1X24),04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000060,102
206,1,H&T Smart Baln Immunity Booster 1Ltr Pch,H&T Smart Baln Immunity Booster 1Ltr Pch,04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000061,102
207,1,H&T Smart Baln Immunity Booster 1Ltr Pch,H&T Smart Baln Immunity Booster 1Ltr Pch,04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000062,102
208,1,H&T Smart Baln Immunity Booster 1Ltr Pch,H&T Smart Baln Immunity Booster 1Ltr Pch,04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000063,102
209,1,H&T Smart Baln Immunity Booster 1Ltr Pch,H&T Smart Baln Immunity Booster 1Ltr Pch,04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000064,102
210,1,Rasoi Bakemagic Vanaspati,Rasoi Bakemagic Vanaspati,04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000065,60
211,1,Rasoi Bakemagic Vanaspati,Rasoi Bakemagic Vanaspati,04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000066,60
212,1,Rasoi Bakemagic Vanaspati,Rasoi Bakemagic Vanaspati,04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000067,60
213,1,Rasoi Bakemagic Vanaspati,Rasoi Bakemagic Vanaspati,04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000068,60
214,4,H&T SBO 1L BOTTLE 1*12 (Octa),H&T SBO 1L BOTTLE 1*12 (Octa),04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000069,56
215,4,H&T SBO 1L BOTTLE 1*12 (Octa),H&T SBO 1L BOTTLE 1*12 (Octa),04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000070,56
216,4,H&T SBO 1L BOTTLE 1*12 (Octa),H&T SBO 1L BOTTLE 1*12 (Octa),04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000071,56
217,4,H&T SBO 1L BOTTLE 1*12 (Octa),H&T SBO 1L BOTTLE 1*12 (Octa),04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000072,56
218,4,H&T SBO 500ML BOTTLE 1*24 (Octa),H&T SBO 500ML BOTTLE 1*24 (Octa),04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000073,60
219,4,H&T SBO 500ML BOTTLE 1*24 (Octa),H&T SBO 500ML BOTTLE 1*24 (Octa),04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000074,60
220,4,H&T SBO 500ML BOTTLE 1*24 (Octa),H&T SBO 500ML BOTTLE 1*24 (Octa),04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000075,60
221,4,H&T SBO 500ML BOTTLE 1*24 (Octa),H&T SBO 500ML BOTTLE 1*24 (Octa),04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000076,60
222,4,H&T SBO 200 ML BOTTLE 1*60 (Octa),H&T SBO 200 ML BOTTLE 1*60 (Octa),04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000077,56
223,4,H&T SBO 200 ML BOTTLE 1*60 (Octa),H&T SBO 200 ML BOTTLE 1*60 (Octa),04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000078,56
224,4,H&T SBO 200 ML BOTTLE 1*60 (Octa),H&T SBO 200 ML BOTTLE 1*60 (Octa),04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000079,56
225,4,H&T SBO 200 ML BOTTLE 1*60 (Octa),H&T SBO 200 ML BOTTLE 1*60 (Octa),04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000080,56
226,4,HBC SBO 1L PET_SQ,HBC SBO 1L PET_SQ,04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000081,56
227,4,HBC SBO 1L PET_SQ,HBC SBO 1L PET_SQ,04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000082,56
228,4,HBC SBO 1L PET_SQ,HBC SBO 1L PET_SQ,04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000083,56
229,4,HBC SBO 1L PET_SQ,HBC SBO 1L PET_SQ,04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000084,56
230,4,HBC SBO 500ML PET_SQ,HBC SBO 500ML PET_SQ,04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000085,60
231,4,HBC SBO 500ML PET_SQ,HBC SBO 500ML PET_SQ,04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000086,60
232,4,HBC SBO 500ML PET_SQ,HBC SBO 500ML PET_SQ,04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000087,60
233,4,HBC SBO 500ML PET_SQ,HBC SBO 500ML PET_SQ,04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000088,60
234,4,HBC SBO 200ML PET_SQ,HBC SBO 200ML PET_SQ,04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000089,56
235,4,HBC SBO 200ML PET_SQ,HBC SBO 200ML PET_SQ,04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000090,56
236,4,HBC SBO 200ML PET_SQ,HBC SBO 200ML PET_SQ,04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000091,56
237,4,HBC SBO 200ML PET_SQ,HBC SBO 200ML PET_SQ,04-Apr-22,13:08:20,04-Apr-22,13:08:20,0,900000092,56
238,1,H&T SBO 1L POUCH-2022,H&T SBO 1L POUCH-2022,05 Jan 23,10:30:00,05 Jan 23,10:30:00,0,420000321,102
241,4,H&T SBO 1L PET-2022,H&T SBO 1L PET-2022,05 Jan 23,10:30:00,05 Jan 23,10:30:00,0,420000324,56
242,1,H&T SBO POU 1LTR PROMO WITH HALDI 40G,H&T SBO POU 1LTR PROMO WITH HALDI 40G,05 Jan 2023,10:30:00,05 Jan 2023,10:30:00,0,420000362,102
244,2,H&T SBO 15L TIN - 2021,H&T SBO 15L TIN - 2021,05 Jan 23,10:30:00,"05 Jan 23
",10:30:00,0,420000088,75
246,4,H&T SBO 200 ML PET-2022,H&T SBO 200 ML PET-2022,05 Jan 23,10:30:00,05 Jan 23,10:30:00,0,420000330,56
247,4,H&T SBO 500 ML PET-2022,H&T SBO 500 ML PET-2022,05 Jan 23,10:30:00,05 Jan 23,10:30:00,0,420000325,60
248,1,H&T SBO 500 ML POUCH-2022,H&T SBO 500 ML POUCH-2022,05 Jan 23,10:30:00,05 Jan 23,10:30:00,0,420000327,102
249,1,HBC SBO 1LTR POUCH (1 x16),HBC SBO 1LTR POUCH (1 x16),05 Jan 23,10:30:00,05 Jan 23,10:30:00,0,420000254,75
250,1,"HBM VP AP 15KG BIB Y14 ","HBM VP AP 15KG BIB Y14 ",05 Jan 23,10:30:00,05 Jan 23,10:30:00,0,420000286,60
251,1,HBM VP AP 15KG BIB Y13,HBM VP AP 15KG BIB Y13,05 Jan 23,10:30:00,05 Jan 23,10:30:00,0,420000287,60
252,1,H&T RBO 1L POUCH-2022,H&T RBO 1L POUCH-2022,05 Jan 23,10:30:00,05 Jan 23,10:30:00,0,420000309,102
253,4,H&T RBO 1 LTR BOTTLE OCTA-2021,H&T RBO 1 LTR BOTTLE OCTA-2021,05 Jan 23,10:30:00,05 Jan 23,10:30:00,0,410001160,56
254,3,RASOI YELLOW 15L JAR_W,RASOI YELLOW 15L JAR_W,05 Jan 23,10:30:00,05 Jan 23,10:30:00,0,400001088,48
255,4,H&T RBO 1L PET-2022,H&T RBO 1L PET-2022,05 Jan 23,10:30:00,05 Jan 23,10:30:00,0,420000320,56
256,2,H&T SBO 15L TIN-2022,H&T SBO 15L TIN-2022,30 Jan 23,11:00:00,30 Jan 23,11:00:00,0,420000329,75
257,2,H&T SBO 15KG TIN-2022,H&T SBO 15KG TIN-2022,30 Jan 23,11:00:00,30 Jan 23,11:00:00,0,420000322,75
258,4,HBC SBO 179 G Pet (1x60),HBC SBO 179 G Pet (1x60),03 Aug 23,11:00:00,03 Aug 23,11:00:00,0,420000463,48
259,4,HBC SBO 447.5 G Pet (1x24),HBC SBO 447.5 G Pet (1x24),03 Aug 23,11:00:00,03 Aug 23,11:00:00,0,420000464,60
260,4,HBC SBO 895 G Pet (1x12),HBC SBO 895 G Pet (1x12),03 Aug 23,11:00:00,03 Aug 23,11:00:00,0,420000466,56
261,1,HBC SBO 447.5 G Pouch (1x24),HBC SBO 447.5 G Pouch (1x24),03 Aug 23,11:00:00,03 Aug 23,11:00:00,0,420000465,102
262,1,HBC SBO 895 G Pouch (1x12),HBC SBO 895 G Pouch (1x12),03 Aug 23,11:00:00,03 Aug 23,11:00:00,0,420000467,102
263,1,HBC SBO 895 G Pouch (1x16),HBC SBO 895 G Pouch (1x16),03 Aug 23,11:00:00,03 Aug 23,11:00:00,0,420000468,75
264,1,HBC RPO 890 G Pouch (1x10),HBC RPO 890 G Pouch (1x10),03 Aug 23,11:00:00,03 Aug 23,11:00:00,0,420000417,102
265,1,HBC RPO 890 G Pouch (1x12),HBC RPO 890 G Pouch (1x12),03 Aug 23,11:00:00,03 Aug 23,11:00:00,0,420000418,102
266,1,HBC RPO 445 G Pouch (1x20),HBC RPO 445 G Pouch (1x20),03 Aug 23,11:00:00,03 Aug 23,11:00:00,0,420000419,102
267,1,HBC RPO 445 G Pouch (1x24),HBC RPO 445 G Pouch (1x24),03 Aug 23,11:00:00,03 Aug 23,11:00:00,0,420000480,102
268,2,HBC SBO 15KG TIN_2023,HBC SBO 15KG TIN_2023,03 Aug 23,11:00:00,03 Aug 23,11:00:00,0,420000471,75
269,2,HBC SBO 13.425 Kg Tin,HBC SBO 13.425 Kg Tin,03 Aug 23,11:00:00,03 Aug 23,11:00:00,0,420000472,75
270,2,RASOI NO.1 VANASPATI 13.350 Kg Tin,RASOI NO.1 VANASPATI 13.350 Kg Tin,03 Aug 23,11:00:00,03 Aug 23,11:00:00,0,420000492,75
271,2,HBC RPO 13.350 Kg Tin,HBC RPO 13.350 Kg Tin,03 Aug 23,11:00:00,03 Aug 23,11:00:00,0,420000481,75
272,3,RASOI YELLOW 13.350 Kg Jar,RASOI YELLOW 13.350 Kg Jar,03 Aug 23,11:00:00,03 Aug 23,11:00:00,0,420000493,48
273,3,HBC SBO 13.425 Kg Jar,HBC SBO 13.425 Kg Jar,03 Aug 23,11:00:00,03 Aug 23,11:00:00,0,420000470,48
